Document ID,Citation,Source
30,"ngtemps 《ne fait pas plaisir à beaucoup de monde》. Le texte, qui prend la forme d’un projet de loi de financement de la",Assemblée nationale
30,"ébutera son examen au Parlement le 6 février à l’Assemblée nationale. 《À chaque fois qu’un amendement nous permettra d’améliorer le texte sans renoncer au retour à l’équilibre financier du système en 2030 ni aux fondamentaux de la réforme, nous y serons ouverts》, a promis Olivier Dussopt. Mais les marges de manœuvre sont restreint",Olivier Dussopt
30,"le pouvoir d’achat des salariés qui font des heures supplémentaires, 《le gouvernement n’a aucune intention d’ouvrir un débat sur les 35 heures》, a tranché la première ministre en ironisant sur la «créativité» et l",The source of the citation is « la première ministre ».
30,es 《réflexions》 qui prospèrent au sein de la majorité. L’exécutif préfère parier sur,Le Monde
30,ions pour les retraités les plus modestes. Ainsi que la création d’un 《index senior》 pour pousser les entreprises à en employer davantage. Olivier Dussopt,Olivier Dussopt
30,ses de plus de 300 salariés. Le refus de le renseigner entraînera une 《sanction financière》. En cas de «dégradation de la situation ou de non-atteinte des object,"""Code du travail"""
30,"ifs», l’entreprise concernée sera soumise à 《une obligation de négociation》, a développé le ministre du Travail. «Rester à l’écoute» Sans laisser",Ministère du Travail
30,"viendrait satisfaire les opposants à la réforme, Élisabeth Borne est 《convaincue que le travail parlementaire permettra d’enrichir》 le projet de l’exécutif. «Je n’ai pas de doute que la majorité est un",Élisabeth Borne
30,"restreint de 50 jours. Il trouverait à s’appliquer si les oppositions 《décidaient de faire de l’obstruction》, a mis en garde la première ministre, qui «espère» encore «un débat l",Le Monde
30,"ter une deuxième journée de manifestations syndicales, le 31 janvier. 《On verra si (le nombre de grévistes) baisse et à quel rythme. Ce sera le vrai baromètre》, commente un ministre, qui reconnaît que la première journée de mobil",Le Monde
30,"fortement suivie. Élisabeth Borne a demandé à ses ministres de tenir 《des réunions publiques pour entendre les inquiétudes et y répondre》. La première ministre, qui veut «rester à l’écoute» tout au long de c",Élisabeth Borne
30,"ette séquence politique périlleuse, a bien conscience que 《le sujet des retraites est extrêmement sensible dans notre pays》. Tout en espérant que ce dossier ne cannibalise pas tous les autres c",Le Monde
30,"hantiers de l’exécutif: 《Si 2023 commence par les retraites, ni l’année ni notre ambition ne peuvent se résumer à ce projet de loi.》 L’épreuve de force ne fait pourtant que commencer.",Le Monde
31,"eux millions de Français, aux côtés des oppositions et des syndicats. 《 La mobilisation dans la rue a été importante, est bien obligé d'admettre un ministre, au lendemain de la manifestation. Désormais, il faut questionner la solidité de notre majorité. 》 Car l'hostilité à l'égard de la réforme de la retraite n'est plus le",Le Monde
31,"ministre de la Transition écologique, Barbara Pompili, a regretté les 《 injustices sociales 》 du texte. « Si je devais voter maintenant, je ne pourrais pas voter p",Barbara Pompili
31,"se en compte de la pénibilité, et des carrières longues ou hachées... 《 Nous souhaitons que le texte évolue pour qu'il soit plus équilibré et plus juste 》, insiste Stella Dupont. Dans les rangs des partenaires de Renaissance",Stella Dupont
31,profit du seul allongement de la durée de cotisation. Une question de 《 justice sociale 》 selon lui - à rebours des positions d'Édouard Philippe. « Je suis loy,Édouard Philippe
31,"té du MoDem, le député Richard Ramos a appelé jeudi, sur Sud Radio, à 《 ne pas faire 》 cette réforme « contre les Français » et à « reprendre »le système à",Sud Radio
31,"er prochainement, à l'image de Benoît Bordat (apparenté Renaissance). 《 Nous sommes une quinzaine d'élus du camp présidentiel à être sur cette ligne : si nous ne sommes pas entendus, nous pourrions nous tourner vers l'abstention et même le vote contre 》, a assuré au Figaroce membre de Fédération progressiste, le parti de",Figaro
31,"ssance, plusieurs responsables tentent de se rassurer en évoquant des 《 cas isolés 》. Pendant ce temps, la popularité d'Emmanuel Macron et d'Élisabeth Bor",Le Monde
31,"sation contre la réforme des retraites, ne comptent pas en rester là. 《 Il n'y a aucune résignation, affirme la députée écologiste Éva Sas. Même si l'on nous prive de débat au Parlement, nous sommes confiants sur la solidité de la révolte des Français dans la rue. 》 L'élue Renaissance, Prisca Thévenot, riposte : « On ne doit pas avoir",Éva Sas
31,"ité de cette réforme. » Sur BFMTV, Olivier Véran abondait, dimanche : 《 Il y aurait eu 700 000 ou 1,3 million de manifestants, ça ne change pas les choses pour nous. Nous sommes dans une logique d'expliquer notre projet concerté pendant des mois. 》 Un peu partout, des petits feux brûlent et voici que l'exécutif se dé",BFMTV
31,"ploie pour éviter qu'un incendie général se déclare. 《 On n'est pas condamné au bras de fer 》, a ainsi déclaré dimanche Gabriel Attal dans les colonnes du Parisien",Gabriel Attal
31,". 《 Il y a des inquiétudes, des doutes, de l'opposition, chez beaucoup de Français 》 , admet le ministre délégué chargé des Comptes publics. « L'enjeu, c'",Le Monde
31,"les rangs de la majorité) entendent négocier, Gabriel Attal répond : 《 On est très ouverts à des propositions sur l'incitation, la reconversion, et à regarder sans tabou des mesures coercitives pour les entreprises qui ne joueraient pas le jeu. 》 Dans Le Journal du dimanche, le ministre du Travail, Olivier Dussopt,",Le Journal du dimanche
31,"défend une réforme qui rétablit 《 un maximum d'égalité 》 et assure que depuis le 10 janvier, le projet de loi a connu des évol",Le Monde
31,"utions. 《 Il intégrera notamment la revalorisation des petites pensions pour les retraités actuels qui ont travaillé toute leur vie au niveau du smic, pas seulement les futurs. (...) C'était une demande très forte des députés de la majorité et des Républicains. 》 Occuper l'espace, faire preuve de pédagogie, montrer qu'on est à l'éc",Assemblée nationale
32,"ayant commencé sa carrière à 22 ans, la réforme Macron ne rajoute que 《trois mois》 de travail s’il est né en 1961 et seulement «neuf mois» s’il est né e",Le Monde
32,"’étude. Pour tous ceux nés à partir de 1973, l’âge de départ est même 《identique à celui d’avant réforme》 prévu par la réforme Touraine, est-il indiqué. Globalement, l’effort",Le Monde
32,"emières concernées par la prise en compte des trimestres au titre des 《aidants familiaux》. Disparition du «bonus» lié aux enfants En revanche, le report de l’â",Institut des Politiques Publiques
32,"antage des trimestres liés aux enfants, qui ne leur procureront aucun 《bonus》. D’autant que pour tous les enfants nés avant 2010, les mères ne peuv",INSEE
32,i elle a commencé avant 18 ans. Mais les syndicats dénoncent pour les 《carrières longues》 une durée de cotisation de quarante-quatre ans (contre quarante-trois,Institut.
32,"ans pour les autres). 《C’est une situation que nous connaissons déjà avec 180.000 personnes qui partent chaque année avec plus de trimestres que nécessaire》, a répondu le ministre du Travail, Olivier Dussopt, à la sortie du Co",Olivier Dussopt
33,"boîte de Pandore en prétendant, Emmanuel Macron dixit, qu'elle était 《 juste et responsable 》.Car si le projet corrige de petites inégalités, il en a du coup mis e",Emmanuel Macron
33,"pose sur le dépassement de la gauche et de la droite ainsi que sur le 《 en même temps 》. Or, cette réforme constitue ce qu'on appelle en sociologie un « acte",Emmanuel Macron
33,urs présidentiables et l'avantage de laisser Emmanuel Macron faire le 《 sale boulot 》. LR retrouve ainsi à moindres frais un statut de parti de gouvernemen,Le Figaro
33,"regagner une grande part des électeurs que l'on pourrait qualifier de 《 raisonnables 》 , ceux qui refusent à la fois le RN et la Nupes et partis massivement",Le Monde
33,ci d'une éventuelle dissolution. Le fond de l'idéologie des électeurs 《 raisonnables 》 est que la démocratie politique et parlementaire doit primer sur la d,Le Monde
34,"e par son ministre des Affaires sociales, un certain François Fillon. 《On ne peut pas être dans le statu quo aujourd'hui. Parce que vous n'aurez pas assez de gens pour payer pour les retraites des autres. Donc qu'est-ce qu'ils vont voir arriver, ces gens que j'estime et qui manifestent ? Si on ne fait pas la réforme, ils vont voir leur retraite s'effondrer》, clame le chef de la majorité. Et de poursuivre : «Quand vous avez de",François Fillon
34,"istes en conviennent : cette réforme ne devrait pas être la dernière. 《Je suis quasiment sûr qu'il y en aura une nouvelle dans cinq ans》, confie Jean-Baptiste Michau, professeur de macroéconomie à l'École P",Jean-Baptiste Michau
34,"Frédéric Bizard de l'ESCP Business School, qui estime tout net qu'un 《nouveau tour de vis s'imposera avant 2035》. À cette date, si aucune autre réforme n'intervient, le système se re",Frédéric Bizard de l'ESCP Business School
34,"à 8 milliards d'euros, après un retour fugace à l'équilibre en 2030 : 《Le gain financier net de la réforme sera constant entre 2030 et 2035, alors que le solde structurel baissera encore pour des raisons démographiques》, pointe ce spécialiste des retraites. Tout dépendra toutefois de la c",This citation is from a specialist in retirement.
34,"s chiffres du chômage et la croissance de la productivité du travail. 《Si l'on en croit les hypothèses retenues par le COR, le déficit du système des retraites restera faible dans les années qui suivent 2030》, relate François Ecalle, spécialiste des finances publiques. Mais une",François Ecalle
34,"réforme devrait s'imposer dès les prochaines années, juge l'expert : 《Les hypothèses du COR se sont toujours révélées trop optimistes. C'est pour cela qu'on a dû, tous les 10 ans, réformer les retraites》, pointe-t-il. Rien n'indique, en effet, que le chômage sera sous la b",COR
34,"une ritournelle dans le débat public à intervalle de cinq ou dix ans. 《Notre système de retraite a besoin d'être piloté régulièrement. Les réformes sont souvent paramétriques, c'est-à-dire qu'on fait évoluer les paramètres en fonction de la capacité à financer le régime》, analyse Bruno Palier, directeur de recherche au CNRS et auteur de Ré",Bruno Palier
34,"tion. Tout juste son porte-parole, Olivier Véran, ose-t-il déclarer : 《Ce que nous visons, c'est une réforme qui permette de ne plus se poser la question (de l'équilibre financier) dans 10 ans》. «L'idée à chaque refonte, c'est d'arriver à l'équilibre entre les re",Olivier Véran
34,"récurrence est fustigée par les détracteurs politiques de la réforme. 《On est en incapacité, en 2023, de répondre aux défis qui s'accumulent. Les prévisions reposent toujours sur des estimations assez grotesques dans 45 ans, on fait des projections qui ne marchent jamais et on s'obstine sur un seul outil : la durée d'emploi, de manière totalement idéologique》, cingle le député (LFI) de Haute-Garonne, Hadrien Clouet. Pour l'élu",Hadrien Clouet
34,"bataille des retraites, les réformes actuelles en amèneront d'autres. 《Il y a un tabou énorme qui est partagé par la droite et les macronistes : les cotisations sociales. Il y a un choix politique, qui est d'utiliser tous les arguments disponibles pour mettre les gens au travail plus longtemps, plutôt que d'aller chercher de l'argent pour alimenter les caisses, en mettant fin par exemple à certaines exonérations fiscales. C'est pour ça que les réformes ne fonctionnent pas. Tant qu'il n'y aura pas d'argent dans les caisses, on reviendra toujours dans le même débat》, tonne le député. Une charge qui ne convainc pas ses collègues de la",Jean-Luc Mélenchon
34,"majorité. 《C'est probablement l'une des réformes les plus importantes du quinquennat. Les Français comprennent qu'il y a une forme d'évidence et d'inéluctabilité. Ils veulent avoir l'assurance que le financement du système des retraites, qui est un pilier du modèle social, soit assuré》, réplique un élu du groupe Renaissance. Au-delà des hypothèses, il fa",An elected official from the group Renaissance.
35,"LA VÉRIFICATION - 《Les dépenses de retraites ne dérapent pas》, a affirmé le président du Conseil d'orientation des retraites (COR).",Conseil d'orientation des retraites
35,"ssité d'une réforme, affirme-t-on dans les oppositions. À raison ? La 《survie》 financière du système des retraites est-elle vraiment en péril ? L'au",Le Monde
35,"nte, qui fait autorité sur le sujet, pour affirmer que la réforme est 《inutile》 ou «injustifiée» du point de vue budgétaire. Les opposants s'appuient",Le Monde
35,"éseaux sociaux, en pleine journée de mobilisation contre la réforme : 《Les dépenses de retraites ne dérapent pas, elles sont relativement maîtrisées. Dans la plupart des hypothèses, elles diminuent plutôt à terme》, avance, dans cet extrait vidéo, Pierre-Louis Bras. Le président du C",Pierre-Louis Bras
35,"en effet dans le rapport annuel du COR, publié en septembre 2022. La 《dynamique des dépenses de retraite (est) globalement toujours contenue par rapport à l'évolution de la richesse nationale》, lit-on notamment. Sur la période 2021-2027, «les dépenses de retrait",COR
35,"e PIB seraient globalement stables», prévoit l'instance, avant d'être 《en hausse》 de 2028 à 2032. «À plus long terme, de 2032 jusqu'à 2070, (...) la pa",Institut de la statistique et des études économiques
35,"le serait stable ou en diminution», ajoute le COR. Ainsi, conclut-il, 《les résultats de ce rapport ne valident pas le bien-fondé des discours qui mettent en avant l'idée d'une dynamique non contrôlée des dépenses de retraite》. Paradoxe apparent Les oppositions auraient donc raison ? Pas vraimen",Conseil d'Orientation des Retraites (COR)
35,"t. D'une part, 《cela ne veut pas dire que les dépenses ne sont pas très élevées, relève l'économiste Nathalie Chusseau, professeure à l'Université de Lille. Elles représentent 14% de notre richesse nationale . C'est beaucoup, comparé notamment à nos voisins européens.》 D'autre part, «s'il n'y a effectivement pas de dérapage du côté des d",Nathalie Chusseau
35,"'autre partie de l'équation, les recettes du système de retraite, qui 《augmentent moins vite》 que les dépenses, observe l'économiste. Ainsi, si l'on regarde le sol",Le Monde
35,"de entre dépenses et ressources, 《sur les 25 prochaines années, le système de retraite serait en moyenne déficitaire, quels que soient la convention et le scénario retenus》, note le COR dans son rapport. «Dans l'hypothèse privilégiée, qui ser",Conseil d'orientation des retraites (COR)
35,"ras dans son audition. Et celui-ci d'expliquer ce paradoxe apparent : 《On peut à la fois dire que les dépenses ne vont pas déraper, et qu'il va y avoir demain des déficits. La clé de cette contradiction apparente, c'est que les déficits vont s'expliquer en très large partie par l'effet ressources.》 Si certains opposants admettent l'existence d'un déficit, beaucoup af",This citation is from a person.
35,"ue le système est en danger de mort à moyen terme, selon les experts. 《Il est faux de dire que le système est en faillite》, juge Nathalie Chusseau. «On est dans quelque chose qui n'est pas de",Nathalie Chusseau
35,"Plane, sans toutefois partager l'avis de ceux qui jugent une réforme 《inutile》. En revanche, l'économiste met en doute «l'urgence» affichée par le g",Le Monde
35,"ouvernement : 《Nous ne sommes pas dans une situation qui nécessiterait de la faire tout de suite》, estime-t-il. D'autant que de nombreux nuages planent au-dessus de l'",Le Monde
35,"en particulier sur le plan énergétique. Selon l'économiste à l'OFCE, 《il aurait fallu attendre que l'économie se soit stabilisée》. Le gouvernement cherche davantage, avec cette réforme, à «protéger l",OFCE
35,"finances publiques et rassurer les marchés financiers», d'autant que 《la charge de la dette monte avec la hausse des taux》, renchérit Nathalie Chusseau. Sur l'ampleur du déficit, l'économiste",Nathalie Chusseau
35,ut économique Molinari estime que le déficit projeté par le COR n'est 《pas représentatif》 de la réalité. «Le COR regarde uniquement les déficits des retraites,Molinari
35,"ur lequel Pierre-Louis Bras s'est montré nuancé, devant les députés : 《Le COR ne cache pas 30 milliards》, a lancé le président de l'instance indépendante rattachée à Matignon",COR
35,", expliquant qu'il se basait sur 《les données, pour les régimes de base, fournies par le gouvernement》. En outre, pointe Nicolas Marques, «on ne peut pas se réjouir que les",Nicolas Marques
35,"e le COR anticipe une baisse relative du niveau de vie des retraités. 《À plus long terme, le niveau de vie des retraités devrait continuer à progresser mais moins que celui de l'ensemble de la population》, a expliqué l'instance lors d'un colloque fin novembre, en raison de",COR
35,"《l'indexation des retraites sur les prix, dont l'évolution serait moins rapide que celle des salaires》. En résumé, s'il est vrai que les dépenses de retraites ne s'envolero",Le Monde
35,"t, les experts s'accordent à dire qu'il n'y a certes pas de risque de 《faillite》 à court voire moyen terme, mais le déséquilibre reste durable. Certai",Le Monde
35,"ns mettent aussi en avant un déficit 《caché》, non pris en compte par le COR, lié aux fonctionnaires. Ainsi, à la q",COR
36,"ues feront grève à Luchon-Superbagnères, Le Pourtis et Bourg d'Oueil. 《C'est le début des vacances pour les Toulousains, mais c'est aussi traditionnellement le week-end où il y a la plus forte fréquentation dans nos stations》, indique Dimitri Ilieff, délégué syndical CGT, à Actu Toulouse. Des m",Dimitri Ilieff
36,"es remontées mécaniques, la CGT et Force ouvrière (FO) ont déposé des 《préavis de grève de manière illimitée》. Illimité ne signifie pas que ces installations sont mises à l'arrêt",Le Monde
36,"indéfiniment. 《Des gens usés, qui commencent à vieillir》 Concrètement, le 7 et le 8 mars, «il y aura, a minima, une heure de g",Victor Hugo
36,"té, Eric Becker, de Force ouvrière, cherche à rassurer les Français : 《il n'y aura pas de conséquences graves sur le fonctionnement, nous ne voulons pas fragiliser encore des entreprises déjà en difficulté.》 Parmi les revendications des syndicats, plusieurs mesures sont concer",Force ouvrière
36,"'âge de 64 ans instauré par la réforme des retraites du gouvernement. 《Les saisonniers ont des métiers intenses et on ne peut pas demander à un salarié des remontées mécaniques de partir à la retraite à 64 ans, c'est absurde》, dénonce Eric Becker, «d'autant que ces saisonniers ont en moyenne 45",Eric Becker
36,"ans». Selon le syndicaliste, 《ce sont des gens usés, qui commencent à vieillir》. En plus de l'âge, les organisations syndicales souhaitent «obtenir d",Le Monde
36,s sur la saisonnalité et la pénibilité des salariés». À cela s'ajoute 《une perte de compétences》 avec «de gros problèmes de recrutements» et une nouvelle génération «,This citation is from an institution.
36,"moins motivée». 《Si rien ne change, il n'y aura plus de saisonniers dans les dix années à venir》, alerte Eric Becker. Il attend désormais une réponse du gouvernement",Eric Becker
36,"d'ici le 7 mars et 《n'exclut pas de durcir le mouvement》 si rien ne se passe. Le 24 janvier dernier, la ministre chargée du To",Le Monde
36,ché son agacement sur la mobilisation des saisonniers et avait appelé 《au respect de tout le boulot que font les acteurs économiques de la montagne》.,Le Monde
37,"indre 63 % des sondés. Le niveau reste toutefois majoritaire, et même 《 très élevé 》 , selon l'institut. Parmi ces défenseurs de la mobilisation, 89 % son",institut
37,lus de la moitié des sondés (58 %) veut croire que le gouvernement va 《 plier 》. « Une modification du texte » Cela n'implique pas forcément d'abando,Le Monde
37,"odification du texte, qui reviendrait à faire des concessions (46 %). 《 (Les Français) espèrent et croient possible une modification importante du texte (par exemple, un report de l'âge légal pour tous ou une adaptation pour les femmes ayant eu des enfants) 》 , commente Gaël Sliman, président d'Odoxa. C'est d'ailleurs sur ces p",Odoxa
37,"e le plus. À ce stade, il semble difficile pour l'opinion de voir des 《 gagnants 》 aux changements voulus par l'exécutif. Les « perdants » semblent en r",Le Monde
37,"pulaires et les actifs se trouvent dans cette catégorie. Selon Odoxa, 《 les plus « énervés 》 sont encore les actifs qui approchent de l'âge de la retraite et voie",Odoxa
38,"en première lecture par un vote en séance plénière au Palais Bourbon. 《 Un déni de démocratie 》 , accusent les députés de la Nupes. « Après le 49.3, le 47-1 est une",Nupes
38,"attre » , cingle par exemple le député communiste Pierre Dharréville. 《 Cela paraît très brutal, mais c'est automatique 》 , relève la maître de conférences en droit public Anne-Charlène Bezzi",Anne-Charlène Bezzi
38,"na. 《 Je souhaite qu'il y ait un vote sur ce texte. S'il n'y en avait pas, ce serait à cause de l'obstruction 》 , a quant à elle répondu Yaël Braun-Pivet, la présidente de l'Assembl",Yaël Braun-Pivet
38,"méthode choisie par le gouvernement pour cette réforme les contraint. 《 Cela nous empêche de dérouler notre projet car le débat va durer trois jours en commission et dix jours en Hémicycle 》 , dénonce la députée RN Laure Lavalette. Une procédure méconnue du gr",Laure Lavalette
38,"u'espèrent les macronistes en cas de blocage à l'Assemblée nationale. 《 Sénateurs de droite et députés de la majorité sont en supériorité numérique en CMP, ce qui permettra facilement de trouver un point d'atterrissage au vu du deal entre Les Républicains et Élisabeth Borne 》 , espère un député Renaissance. Un épilogue qui donnerait du grain à",Sénateurs de droite et députés de la majorité
38,"moudre aux oppositions. 《 Vous imaginez ? Quatorze parlementaires réunis en huis clos qui décident du sort de millions de Français. La méthode serait scandaleuse 》 , anticipe la députée écologiste Éva Sas. Méconnue du grand public, c",Éva Sas
38,"aites, si la donne est différente, le résultat pourrait être le même. 《 Avec sa majorité au Sénat, la droite est surreprésentée en CMP. À partir de là, il serait d'une simplicité enfantine pour le gouvernement de toper avec eux 》, analyse un socialiste. En cas d'accord, le projet de loi issu de la",Le Monde
38,"e conférences en droit public à l'université Paris II Panthéon-Assas, 《 il y aurait un problème de constitutionnalité potentiel 》.",Université Paris II Panthéon-Assas
39,"roupes, inquiètes du succès de la mobilisation du 19 janvier dernier. 《Elle est bien la réforme.》Élisabeth Borne n’est pas mécontente du texte qu’elle vient de présent",Élisabeth Borne
39,"n conférence de presse ce mardi 10 janvier, avant d’enchaîner avec le 《20 heures》 de France 2. Revenue à Matignon, la première ministre se félicite, de",France 2
39,"lisation dans leurs circonscriptions et ont eu peur pour leur avenir. 《La vraie surprise a été la forte mobilisation du 19 janvier alors qu’on pensait les syndicats affaiblis》, admet un député. François Bayrou a raconté à Élisabeth Borne mardi q",« La Croix »
39,"décident d’attendre le 31 janvier pour organiser la deuxième journée. 《Il faut construire patiemment le mouvement, explique un élu de La France insoumise. Les gens vont plus se mobiliser s’ils sentent que c’est utile.》 Et pour prouver l’utilité, il faut démontrer qu’Emmanuel Macron est m",La France insoumise
39,"k-end dernier Manuel Bompard, le coordinateur de La France insoumise: 《Emmanuel Macron n’a aucune légitimité à faire cette réforme ; il n’a pas de mandat populaire pour le faire.》 Emmanuel Macron n’aurait été élu que pour faire barrage à Marine Le P",Manuel Bompard
39,"oitié des élus LR vote en sa faveur, voire qu’une partie s’abstienne. 《Le vote LR important, c’est celui d’après la commission mixte paritaire》, précise un député Renaissance. Même si la majorité espère encore pou",Le Monde
39,"voir organiser un vote en première lecture - 《on serait irréprochables dans ce cas-là》, estime un élu -, aucun groupe des oppositions ne le souhaite. Si le",Le Monde
39,"de voter trop tôt en faveur du texte et permet à la Nupes de crier au 《déni de démocratie》. L’utilisation de cet article, qui contraint un temps limité pour l’e",No source can be identified based on the given text.
39,"ité sociale, même rectificatif, est donc au cœur de la problématique. 《Notre objectif, c’est d’empêcher le vote en première lecture, explique un député Nupes. Mais on ne veut pas faire d’obstruction, on ne sera pas sur les 1000 amendements par élu. On veut pouvoir discuter de la mesure d’âge. Mais à partir de là, ce sera Verdun.》 La bataille politique promet donc de ne pas être aussi facile que pré",Le Monde
39,"ission des Finances de l’Assemblée nationale d’être vigilante sur les 《cavaliers》 sociaux et budgétaires, susceptibles d’être intégrés par amendements",Assemblée nationale
39,"prochain rendez-vous a donc été fixé au 31 janvier par les syndicats. 《Si mardi il y a plus d’un million et demi de manifestants dans toute la France, il faudra qu’on fasse des concessions, admet un ministre. Par exemple sur les carrières longues.》 Pour le moment, personne ne remet en cause le report de l’âge légal.",Le Monde
40,nçois Mitterrand. C’est alors que Rocard lança sa fameuse prophétie - 《Il y a de quoi faire tomber cinq ou six gouvernements》 - et décida que le sien ne serait pas le premier mort au champ d’honn,François Mitterrand
40,secrétaire général de la CGT. Arrangements particuliers Équilibrer le 《salé》 - les efforts - et le «sucré» - les compensations - est la deuxième c,CGT
40,"DF. Contestation Jacques Chirac s’étant fait élire sur le thème de la 《fracture sociale》, sans dire un mot des retraites, la surprise est totale. L’exécutif a",Jacques Chirac
40,"ent le pouvoir d’achat des salariés. Bilan Marisol Touraine triomphe. 《La question de l’âge de départ n’a plus lieu d’être posée, en tout cas pour des motifs financiers》, assure-t-elle quand son texte est adopté. L’avenir lui donnera tort.",Marisol Touraine
40,"e la réforme des retraites un symbole de sa volonté de rupture avec l’《ancien monde》. Elle sera «systémique», pas «comptable». Objectif Au départ, l’idée",Le Monde
40,"e accès aux mêmes droits pour tous, quel que soit le métier pratiqué. 《Le problème n’est pas financier》, a dit Emmanuel Macron. Puis le premier ministre Édouard Philippe, qu",Emmanuel Macron
40,"inuant, les travaux parlementaires sur les retraites sont interrompus 《en raison de la crise Covid》. Le projet d’un système universel par points ne s’en relèvera pas.",Le Monde
41,"week-end que la CFDT ne croyait pas à l'efficacité de la stratégie d' 《 emmerdement des citoyens 》 ? Mais surtout, durcir le combat, c'est s'exposer à la lassitude, au",Le Monde
42,"qui, pour l'instant, n'est pas de même intensité qu'il y a trois ans. 《 La réforme systémique de 2019 mettait tout notre système par terre , explique Arole Lamasse, délégué général de l'Unsa à la RATP. Ce n'est pas le cas cette année, même si nous serions gravement pénalisés par le recul de l'âge de départ à la retraite et l'accélération de la réforme Touraine. 》 En clair, les agents RATP estimaient avoir plus à perdre il y a trois",Arole Lamasse
42,"traites de 2010 menée par Nicolas Sarkozy ne s'achèvera que fin 2024. 《 La réforme actuelle a été présentée le 10 janvier. Dès le 12 janvier, Jean Castex (PDG de la RATP, NDLR) a envoyé un message pour donner cette « bonne 》 nouvelle» ,constate Fabien Renaud, président de la CGC à la Régie. Or",Fabien Renaud
42,"le calme. Les dysfonctionnements dans le métro et les bus parisiens ? 《 Les salariés de la RATP n'y sont pour rien. Ils sont les premiers à vivre mal cette situation 》 ,glissait-il le 24 janvier lors de la cérémonie des voeux. L'ouvertur",Les Echos
42,e à la concurrence dans le bus prévue en janvier 2025 ? Il prévient : 《 Le compte n'y est pas. 》 Du miel pour les agents de la Régie.,Le Monde
43,172 trimestres) pour ne pas les obliger de cotiser plus de 43 années. 《Identifier les améliorations possibles》 Le départ en retraite des jeunes assurés contraints de travailler jus,Institut national de la statistique et des études économiques (Insee)
43,44 ans sans pouvoir profiter d’une surcote est aussi pointé comme une 《injustice》. Un quatrième amendement LR porte sur l’inégalité des pensions de rév,Assemblée nationale
43,"nger, la droite propose que le versement des pensions puisse se faire 《exclusivement sur des comptes français ou européens》. De même, un sixième amendement préconise le versement de l’allocatio",Assemblée nationale
43,"a partagé cette liste avec son homologue du Sénat, Bruno Retailleau. 《Beaucoup de députés sont assez indécis et attendent des évolutions》, constate-t-il, en jugeant leurs interrogations logiques même si les",Bruno Retailleau
43,"-up sur les réserves du privé et rythme de réforme plus raisonnable). 《Il est du devoir d’un député d’identifier les améliorations possibles》, insiste le député d’Eure-et-Loir, alors que les divergences sur la l",Assemblée nationale
43,"de voter contre le texte si certains amendements ne sont pas retenus. 《Pas un seul d’entre nous n’a fait campagne sans insister sur la nécessité d’augmenter les petites retraites, mais si on veut les augmenter, il n’y a pas de miracle, il faut une réforme!》, peste un autre élu, inquiet pour l’image de la droite. Annie Genevar",Annie Genevar
43,d juge 《prématuré》 de tirer des plans sur la comète des votes LR alors que le débat débu,Le Figaro
43,"n’a pas l’intention d’assumer la responsabilité d’un échec éventuel. 《Si le gouvernement n’arrive pas à mettre en œuvre cette réforme, il ne faudra pas nous l’imputer. Nous avons essayé de la rendre moins brutale, plus juste et mieux acceptable. Le reste est l’affaire du gouvernement》, prévient la députée du Doubs. Nombre de LR continuent de croire que",La citation provient de « la députée du Doubs ».
43,e à l’Assemblée estime déjà que le gouvernement pourrait se heurter à 《ses propres incohérences politiques et économiques》. «Personne ne voit Emmanuel Macron dans le rôle du défenseur du pacte,Assemblée nationale
44,"t fort d’éviter: les grands-messes sociales, les jeux des partis, les 《frondeurs》, et peut-être même l’usage honni de l’article 49.3. Avec la réforme d",Le Monde
44,"ttrapé par les démons que son élection de 2017 était censée conjurer. 《Les crispations, les freins, et les corporatismes étaient déjà présents avant le Covid. La période de la pandémie a été celle d’une société sous cocon, où des politiques généreuses ont été mises en place et des milliards ont été déversés pour permettre à l’économie de tenir. Aujourd’hui, le retour de certains “démons” - qui ne sont pas ceux d’Emmanuel Macron mais de notre pays! - montre au contraire que nous avons bien changé d’époque, et que nous sommes revenus à un agenda de réforme》, veut-on croire dans l’entourage du chef de l’État. Bras de fer Il n’",Le Monde
44,"ts de renoncer à leur pouvoir de nuisance pour se muer en partenaires 《constructifs》, l’exécutif se voit contraint de multiplier les grands-messes sociale",Le Monde
44,"s avec eux. Celles où l’on met en scène des «consultations» et des 《concertations》 à n’en plus finir, mais dont rien ne ressort jamais. Si ce ne sont de",Le Monde
44,"vantage de bénéficiaires. Là encore sur les régimes spéciaux, dont la 《suppression》 maintes fois annoncée a été occultée par le maintien de quelques-uns.",Le Monde
44,il s’englue aujourd’hui? En jurant de mettre fin au règne de tous les 《cyniques》 et autres «fainéants» qui l’avaient précédé ; en promettant de ne jam,Victor Hugo
44,ais sacrifier l’ambition d’une réforme pour satisfaire les 《Gaulois réfractaires》 ; en tenant tête à ceux qui préfèrent «foutre le bordel» plutôt que d,Emmanuel Macron
44,e «traverser la rue» pour trouver du travail ; ou en encourageant 《ceux qui ne sont rien》 à vouloir «réussir» et à rêver de «devenir milliardaires»? Autant de,Emmanuel Macron
44,"ois Hollande avant lui, le voilà contraint de composer aussi avec les 《frondeurs》 de son camp. Ceux qui savent que, dans un contexte de majorité relati",Le Monde
