Document ID,Citation,Context,Source
18,« gilets jaunes »,"Darmanin, qui a mobilisé quelque 10 000 policiers et gendarmes face aux menaces d'actions violentes des blacks blocs, voire des « gilets jaunes ». Tous resteront en lien étroit avec la première ministre, Élisabeth Borne, qui suivra la situation depuis Matignon, et pourrait être","""Gérald Darmanin"""
18,« On planifie toujours tous les scénarios quand on fait une réforme. Et personne ne dit qu'un processus de réforme ne comprend pas des discussions à un moment donné... »,"affiche pour l'heure sa volonté d'aller au bout, certaines voix reconnaissent hors micro que toutes les hypothèses restent à l'étude. « On planifie toujours tous les scénarios quand on fait une réforme. Et personne ne dit qu'un processus de réforme ne comprend pas des discussions à un moment donné... » , glisse-t-on dans l'entourage de Macron. Sans toutefois reculer d'un pouce sur le report progressif de l'âge légal de départ",Macron
18,"« Je m'attends à une mobilisation, mais pas forte. Après, s'il y a trois millions de personnes dans la rue, on verra »","reculer d'un pouce sur le report progressif de l'âge légal de départ en retraite pour ramener le système à l'équilibre. « Je m'attends à une mobilisation, mais pas forte. Après, s'il y a trois millions de personnes dans la rue, on verra » , confie un poids lourd du gouvernement. Au risque de voir le piège des pronostics se refermer sur l'exécutif. «",Un poids lourd du gouvernement
18,"« Fixer un objectif, c'est donner envie aux gens de l'atteindre »","» , confie un poids lourd du gouvernement. Au risque de voir le piège des pronostics se refermer sur l'exécutif. « Fixer un objectif, c'est donner envie aux gens de l'atteindre » , corrige un proche du chef de l'État, qui redoute les inévitables comparaisons avec les précédentes manifestations. Surtout si elles",Emmanuel Macron
18,"« La question de la jauge, c'est la question à un million d'euros. Personne n'est capable de dire ce qu'il va se passer. J'ai juste regardé les chiffres de 2010, et même la police avait recensé « plus d'un million de personnes »","chef de l'État, qui redoute les inévitables comparaisons avec les précédentes manifestations. Surtout si elles se révélaient défavorables pour l'exécutif. « La question de la jauge, c'est la question à un million d'euros. Personne n'est capable de dire ce qu'il va se passer. J'ai juste regardé les chiffres de 2010, et même la police avait recensé « plus d'un million de personnes ». Donc on verra bien » , évacue un ministre de Bercy. Entré perdant dans la bataille de l'opinion, avec plus",chef de l'État
18,"« Sur le nucléaire, l'opinion a complètement basculé, observe un membre du gouvernement. On peut connaître le même phénomène sur les retraites, mais c'est loin d'être le plus probable. »","son projet selon le dernier sondage Odoxa-Backbone Consulting pour Le Figaro, l'exécutif a fait son deuil d'un retournement de situation. « Sur le nucléaire, l'opinion a complètement basculé, observe un membre du gouvernement. On peut connaître le même phénomène sur les retraites, mais c'est loin d'être le plus probable. » Sauf en cas de violences répétées, comme cela avait été le cas avec les « gilets jaunes ».",A member of the government
18,« gilets jaunes »,"Darmanin, qui a mobilisé quelque 10 000 policiers et gendarmes face aux menaces d'actions violentes des blacks blocs, voire des « gilets jaunes ». Tous resteront en lien étroit avec la première ministre, Élisabeth Borne, qui suivra la situation depuis Matignon, et pourrait être","""Black blocs"""
19,« Retraites : nous ne voulons pas passer notre vie à la gagner »,"à satiété depuis un an et demi ? On peut en douter à écouter les opposants à la réforme : « Retraites : nous ne voulons pas passer notre vie à la gagner » , lit-on aujourd'hui, placardé en grosses lettres blanches sur les murs des villes, à Bordeaux notamment. Nous sommes aux antipodes",Opposants à la réforme des retraites
19,« travailler plus pour gagner plus »,"des villes, à Bordeaux notamment. Nous sommes aux antipodes du slogan de la campagne présidentielle de Nicolas Sarkozy de 2007, « travailler plus pour gagner plus » , une formule qui visait à remettre en cause indirectement les 35 heures et qui s'est traduite par une détaxation",Nicolas Sarkozy
19,« Retraites : une base objective pour le débat public »,"et des autres acteurs publics. François Bayrou, le haut-commissaire au Plan, en donne le détail dans une note spéciale (« Retraites : une base objective pour le débat public ») : de l'exonération de cotisations sur les bas salaires et en faveur des chômeurs, aux fameux régimes spéciaux, en passant par",François Bayrou
19,« intermédiaire »,"le président du groupe LR à l'Assemblée nationale. De même, le souci de rééquilibrer les comptes sociaux n'est qu'un objectif « intermédiaire » : si les Français doivent travailler plus, en dernier ressort, le but est d'augmenter la production et de pallier les",Les Républicains
19,« made in France »,"surcroît d'activité permettra alors d'élargir les recettes fiscales et sociales, et, ce qui compte plus que tout, de développer le « made in France » et de réduire notre dépendance aux importations. Tel est le cercle vertueux qu'il convient d'enclencher. Dans ses voeux de la",France
19,« travail »,"ses voeux de la Saint-Sylvestre, Emmanuel Macron n'a rien dit d'autre quand il a prononcé à dix-sept reprises le mot « travail ». Ces réalités sont assez simples pour être comprises de tous. Ce qui ne veut pas dire qu'elles soient incontestées. Bien",Emmanuel Macron
19,"« Il n'y a pas de faits, il n'y a que des interprétations »","Ce qui ne veut pas dire qu'elles soient incontestées. Bien au contraire. On connaît la formule de Friedrich Nietzsche : « Il n'y a pas de faits, il n'y a que des interprétations » datant de 1887. Le philosophe allemand estimait qu'une même chose peut avoir de multiples sens et se voir de plusieurs",Friedrich Nietzsche
19,« perspectivisme »,"qu'une même chose peut avoir de multiples sens et se voir de plusieurs points de vue, ce qu'on appelle le « perspectivisme ». Tel est semble-t-il l'état d'esprit des Français, qui considèrent possible de « s'enrichir en se reposant » , pour parodier",Nietzsche
19,« s'enrichir en se reposant »,"de vue, ce qu'on appelle le « perspectivisme ». Tel est semble-t-il l'état d'esprit des Français, qui considèrent possible de « s'enrichir en se reposant » , pour parodier une expression célèbre de François Mitterrand en 1990. « Contrairement à ce qui est mis en avant,",François Mitterrand
20,« clairement dite »,"Emmanuel Macron a rappelé la légitimité qu'il avait à réformer les retraites dans la mesure où cette promesse avait été « clairement dite » et clairement entendue - ce fut même sans doute la seule - lors de sa campagne, il y a neuf",Emmanuel Macron
20,« journées d'action »,"nécessaire n'est donc pas la détermination du premier jour, mais celle du dernier. Celle qu'il devra maintenir après toutes les « journées d'action » à venir.",journées d'action
21,« mobilisation importante »,"s'engage sur des bases solides pour les syndicats. Le ministre du Travail, Olivier Dussopt, a lui-même reconnu sur RTL une « mobilisation importante », assurant qu'il « faut écouter les messages dans les cortèges » .Comme le résumait Jean-Luc Mélenchon à Marseille avant le",Jean-Luc Mélenchon
21,« faut écouter les messages dans les cortèges »,"les syndicats. Le ministre du Travail, Olivier Dussopt, a lui-même reconnu sur RTL une « mobilisation importante », assurant qu'il « faut écouter les messages dans les cortèges » .Comme le résumait Jean-Luc Mélenchon à Marseille avant le départ de la manifestation parisienne : « Le gouvernement a perdu",syndicats
21,« Le gouvernement a perdu sa première bataille »,"messages dans les cortèges » .Comme le résumait Jean-Luc Mélenchon à Marseille avant le départ de la manifestation parisienne : « Le gouvernement a perdu sa première bataille ». D'autres sont à venir. À la démonstration de force des syndicats, le président de la République a opposé la légitimité",Jean-Luc Mélenchon
21,« Il faut que les choses soient dites au moment où les choix démocratiques sont faits »,"a opposé la légitimité dont il dispose pour conduire la réforme et sa détermination à la mener à son terme. « Il faut que les choses soient dites au moment où les choix démocratiques sont faits » , a expliqué Emmanuel Macron en défendant une réforme « démocratiquement présentée, validée » et « surtout juste et responsable",Emmanuel Macron
21,"« démocratiquement présentée, validée »","soient dites au moment où les choix démocratiques sont faits » , a expliqué Emmanuel Macron en défendant une réforme « démocratiquement présentée, validée » et « surtout juste et responsable ». Avec une nuance toutefois que ne cessent de rappeler les opposants à la",Emmanuel Macron
21,« surtout juste et responsable »,"choix démocratiques sont faits » , a expliqué Emmanuel Macron en défendant une réforme « démocratiquement présentée, validée » et « surtout juste et responsable ». Avec une nuance toutefois que ne cessent de rappeler les opposants à la réforme des retraites : si Emmanuel Macron",Emmanuel Macron
21,"« Oui, ça a aussi existé »","été réélu pour un second mandat, c'est plus pour faire barrage à Marine Le Pen que pour soutenir son programme. « Oui, ça a aussi existé » , a reconnu le chef de l'État, mais « c'est le principe même d'un second tour et c'est aussi vieux",Emmanuel Macron
21,"« c'est le principe même d'un second tour et c'est aussi vieux que la démocratie (...) On ne peut pas non plus (agir) comme s'il n'y avait pas eu d'élections il y a quelques mois, c'est juste ça que je dis, avec beaucoup de calme »","que pour soutenir son programme. « Oui, ça a aussi existé » , a reconnu le chef de l'État, mais « c'est le principe même d'un second tour et c'est aussi vieux que la démocratie (...) On ne peut pas non plus (agir) comme s'il n'y avait pas eu d'élections il y a quelques mois, c'est juste ça que je dis, avec beaucoup de calme ». Il n'empêche, au terme de la première journée de manifestation contre la réforme des retraites, et malgré les heurts qui",Emmanuel Macron
21,"« Il faut aller chercher le million. Quand on voit les manifestations dans les grandes villes de ce matin, ce sont des chiffres de participation qu'on n'a pas vus depuis dix ou quinze ans. À Valenciennes, il y avait des gens que je n'avais jamais rencontrés avant dans des manifs »","de la Nupes se tombent dans les bras. Les polémiques et affaires internes de la coalition sont mises de côté. « Il faut aller chercher le million. Quand on voit les manifestations dans les grandes villes de ce matin, ce sont des chiffres de participation qu'on n'a pas vus depuis dix ou quinze ans. À Valenciennes, il y avait des gens que je n'avais jamais rencontrés avant dans des manifs » , raconte le communiste Fabien Roussel aux côtés de l'écologiste Marine Tondelier et du socialiste Olivier Faure. « C'est une",Fabien Roussel
21,« C'est une mobilisation d'ores et déjà historique. C'est comparable à ce qu'on a vécu en 1995. Cette réussite formidable est liée à l'unité syndicale »,"des manifs » , raconte le communiste Fabien Roussel aux côtés de l'écologiste Marine Tondelier et du socialiste Olivier Faure. « C'est une mobilisation d'ores et déjà historique. C'est comparable à ce qu'on a vécu en 1995. Cette réussite formidable est liée à l'unité syndicale » , affirme de son côté l'Insoumise Mathilde Panot. La délégation de la Nupes n'aura cependant pas obtenu de photo de",Fabien Roussel
21,« C'est parce qu'il y a trop de monde que nous sommes obligés de marcher sur le trottoir. On se croirait à la Fête de l'Huma ! »,"Ils ont aussitôt été priés de se mettre sur le côté pour laisser passer le cortège. Sans importance, selon eux. « C'est parce qu'il y a trop de monde que nous sommes obligés de marcher sur le trottoir. On se croirait à la Fête de l'Huma ! » , ironise Fabien Roussel. Marine Tondelier, la secrétaire nationale d'EELV, et quelques écologistes ont finalement réussi à croiser Philippe Martinez,",Fabien Roussel
21,"« Les syndicats font l'unité, et les politiques viennent la renforcer »","de mettre en avant les syndicats et de ne surtout pas donner l'impression de vouloir tirer la couverture à soi. « Les syndicats font l'unité, et les politiques viennent la renforcer » , résume le député LFI, Alexis Corbière. « Je leur dis : « Donnez-moi la date de la prochaine mobilisation,",Alexis Corbière
21,"« Je leur dis : « Donnez-moi la date de la prochaine mobilisation, ce sera la mienne »","soi. « Les syndicats font l'unité, et les politiques viennent la renforcer » , résume le député LFI, Alexis Corbière. « Je leur dis : « Donnez-moi la date de la prochaine mobilisation, ce sera la mienne » » , assure-t-il. Les Insoumis appellent néanmoins à une nouvelle manifestation samedi... sans l'aval des forces syndicales. Ces dernières devaient",Alexis Corbière
21,"« La réforme des retraites, c'est comme le passage du cap Horn. Soit le bateau casse, soit il passe. On est partis pour cinquante jours de gros temps »","la date d'une nouvelle journée de manifestation. Avec pour objectif d'amplifier la mobilisation pour accroître la pression sur le gouvernement. « La réforme des retraites, c'est comme le passage du cap Horn. Soit le bateau casse, soit il passe. On est partis pour cinquante jours de gros temps » , résume un poids lourd du gouvernement. Soit le temps dont dispose le Parlement pour adopter le texte après sa",Jean-Paul Delevoye
21,"« permettra à toutes les forces politiques à l'Assemblée et au Sénat de s'exprimer, d'enrichir le projet »","adopter le texte après sa présentation en Conseil des ministres le 23 janvier prochain. Une séquence qui, selon Emmanuel Macron, « permettra à toutes les forces politiques à l'Assemblée et au Sénat de s'exprimer, d'enrichir le projet ». Et donc d'y adjoindre quelques modifications, si la pression de la rue devait s'amplifier dans le prolongement des manifestations de",Emmanuel Macron
22,"« Que ce soit en 1995 ou en 2019, malgré la durée des mouvements, la croissance trimestrielle du PIB a ralenti de 0,1 ou 0,2 point seulement et le rattrapage a été très fort. Ainsi, l'effet a été gommé très vite »","peu vite. Sur le plan économique, le télétravail ne changera rien à l'impact des grèves, car elles en ont peu. « Que ce soit en 1995 ou en 2019, malgré la durée des mouvements, la croissance trimestrielle du PIB a ralenti de 0,1 ou 0,2 point seulement et le rattrapage a été très fort. Ainsi, l'effet a été gommé très vite » , résume Sylvain Bersinger, économiste au cabinet Asterès. En mai 68, le blocage du pays avait fait reculer le PIB",Sylvain Bersinger
22,"« En revanche, des grèves longues et dures peuvent impacter sévèrement certains secteurs d'activité en particulier »","l'ensemble de l'année de 4,5 %, puis de 7,1 % en 1969, au-dessus de son niveau tendanciel de 5 %. « En revanche, des grèves longues et dures peuvent impacter sévèrement certains secteurs d'activité en particulier » , remarque Mathieu Plane, directeur adjoint à l'OFCE (Observatoire français des conjonctures économiques). Les commerçants parisiens savent, quand une grève",Mathieu Plane
22,« Les réseaux de transports en commun ont été étendus pour desservir ces zones plus éloignées. Cela a permis à certains ménages de renoncer à avoir deux voitures »,"distance. Dans les usines, encore nombreuses en périphérie des grandes villes, les difficultés de transport restent par exemple un handicap. « Les réseaux de transports en commun ont été étendus pour desservir ces zones plus éloignées. Cela a permis à certains ménages de renoncer à avoir deux voitures » , relève Jean Pralong, enseignant-chercheur à l'EM Normandie. Pour autant, la France n'a pas vécu à nouveau ce jeudi les",Jean Pralong
22,« gilets jaunes »,"du pays, le blocage des raffineries, les coupures d'électricité (ou simplement les barrages aux ronds-points comme l'avaient bien compris les « gilets jaunes ») seraient sans doute plus pénalisants. Et c'est bien une idée qui tente les syndicats. Mais l'impact d'un mouvement social ne",gilets jaunes
23,« cette opération de haute magie qui transforme un maître d'école en rentier »,"de ses délicates chroniques de la vie ordinaire. En quelques mots, il campe ainsi les poncifs attachés à la retraite, « cette opération de haute magie qui transforme un maître d'école en rentier » , écrivait Marcel Pagnol, volontiers dépeinte dans l'imaginaire populaire depuis des décennies comme la déclinaison terrestre du paradis. Ressorts profonds",Marcel Pagnol
23,« travailler plus »,"l'imaginaire populaire depuis des décennies comme la déclinaison terrestre du paradis. Ressorts profonds Emmanuel Macron martèle à raison qu'il faudra « travailler plus » pour assurer la pérennité du système, cette grande machine alchimique capable, nous dit-on, de faire de tout besogneux un bienheureux.",Emmanuel Macron
23,« tout le temps »,"temps, qui, elle, s'est amplifiée au fil des années, jusqu'à hanter la modernité. La retraite, ou le temps d'avoir, enfin, « tout le temps »... Mais où est-il passé, ce temps ? Paradoxalement, la société des loisirs, celle qui a vu naître les congés payés",Marcel Mauss
23,"« Dans le paradis des machines, prédisait Bernanos, les loisirs seront plus épuisants que le travail. »","ne semble pas avoir créé de repos, si l'on en croit la grande complainte actuelle et l'explosion des burn-out. Accélération « Dans le paradis des machines, prédisait Bernanos, les loisirs seront plus épuisants que le travail. »Pascal Ide distingue subtilement dans le burn-out « une maladie du don » , loisir et détente. Le loisir, dans la",Bernanos
23,« une maladie du don »,"paradis des machines, prédisait Bernanos, les loisirs seront plus épuisants que le travail. »Pascal Ide distingue subtilement dans le burn-out « une maladie du don » , loisir et détente. Le loisir, dans la société de consommation, est un bien comme un autre, dit-il, que l'on",Pascal Ide
23,« école »,"prend, consomme et jette. Le mot lui-même a été profondément détourné de sa signification première : skholè, qui a donné « école » , renvoyait pour les Grecs à l'enseignement du monde, comme célébration et nourriture véritable pour l'homme. Les loisirs modernes, sortis",Grecs
23,« expériences »,"pour entrer dans le marché, sont si pleins d'injonctions - injonctions à consommer, à faire, à vivre un maximum d' « expériences » - qu'ils sont bien en passe de réaliser la prophétie de Bernanos. Il n'est pas certain que la retraite échappe",Bernanos
23,« normes temporelles »,"de Hartmut Rosa sur l'accélération du temps. Dans un ouvrage (Accélération)qui a fait date, le chercheur s'est penché sur les « normes temporelles » en grande partie invisibles qui dirigent secrètement nos vies et s'est attaché à mettre au jour combien les sociétés modernes",Hartmut Rosa
23,« fait social de notre temps »,"attaché à mettre au jour combien les sociétés modernes occidentales sont, en profondeur, gouvernées par une logique d'accélération - véritable « fait social de notre temps » ,dit aussi Sylvain Tesson. Le lecteur trouvera sans peine quantité d'exemples de notre détermination contemporaine à accélérer le rythme de",Sylvain Tesson
23,« famine temporelle »,"accru. La modernité n'a pas tenu sa promesse de libération et la vie contemporaine souffre plus que jamais de cette « famine temporelle » - qui serait à l'origine, selon certains auteurs, de la pandémie de dépressions. Fragilisation Pour Hartmut Rosa, ce processus acharné",Hartmut Rosa
23,« supérieure »,"d'une illusion : il sert de substitut à la promesse de vie éternelle des religions ; le Graal, la vie « supérieure » qu'il faudrait atteindre consistant désormais en la multiplication des expériences, non plus intérieures, mais extérieures. « L'accélération sert ainsi de",Gilles Lipovetsky
23,« L'accélération sert ainsi de stratégie pour effacer la différence entre le temps du monde et le temps de notre vie (...). (Elle) est notre réponse au problème de la finitude et de la mort »,"la vie « supérieure » qu'il faudrait atteindre consistant désormais en la multiplication des expériences, non plus intérieures, mais extérieures. « L'accélération sert ainsi de stratégie pour effacer la différence entre le temps du monde et le temps de notre vie (...). (Elle) est notre réponse au problème de la finitude et de la mort » ,écrit-il. À l'augmentation de la vitesse de la vie sociale il faut ajouter la transformation toujours plus rapide du monde",Hartmut Rosa
23,« passé »,"vie, relations, institutions perdent en vérité et en fiabilité, puisqu'ils tombent de plus en plus rapidement dans les poubelles du « passé ». La fragilisation de nos institutions - famille, démocratie, travail -, repères d'autrefois, accentue encore le sentiment d'insécurité qui peut légitimement","The source of the reference is ""le passé""."
23,"« Dans l'accélération sociale, on ne peut s'empêcher de penser qu'il y a un prédateur à nos trousses et le vide devant nous. »","de l'avenir. Sylvain Tesson décrit le vertige qui s'empare de nous devant l'obsolescence annoncée de chacune de nos certitudes : « Dans l'accélération sociale, on ne peut s'empêcher de penser qu'il y a un prédateur à nos trousses et le vide devant nous. » Cette accélération-là est douloureuse, car elle modifie notre rapport au monde. Il n'est pas interdit de penser que c'est à",Sylvain Tesson
23,« On va s'occuper d'eux ! »,"à cette vaine logique - matérialisme et relativisme -, et non pas au travail, qu'il faudrait échapper. Sortie de route « On va s'occuper d'eux ! » , a lâché cette semaine - même s'il semble vaguement s'en repentir - le patron de la CGT-mines énergies. «",CGT-mines énergies
23,« Eux »,"» , a lâché cette semaine - même s'il semble vaguement s'en repentir - le patron de la CGT-mines énergies. « Eux » ? Les élus ! « On va aller les voir dans leurs permanences, on va aller discuter avec eux,a expliqué",CGT-mines énergies
23,"« On va aller les voir dans leurs permanences, on va aller discuter avec eux,a expliqué Sébastien Menesplier. Et puis, si d'aventure ils ne comprennent pas le monde du travail, on les ciblera dans les coupures qu'on saura organiser. »","même s'il semble vaguement s'en repentir - le patron de la CGT-mines énergies. « Eux » ? Les élus ! « On va aller les voir dans leurs permanences, on va aller discuter avec eux,a expliqué Sébastien Menesplier. Et puis, si d'aventure ils ne comprennent pas le monde du travail, on les ciblera dans les coupures qu'on saura organiser. »Il y aurait donc plus menaçant pour la démocratie que le compteur Linky... Solidarité à tous crins On a sans doute",Sébastien Menesplier
24,"«Nous sentons un parfum de 1995. Nous les politiques, nous devons être à la hauteur de la situation. La rue nous oblige»","Non loin, Clémentine Autain, sur le point fixe des Insoumis, en face du Cirque d’Hiver, tente de se faire entendre. «Nous sentons un parfum de 1995. Nous les politiques, nous devons être à la hauteur de la situation. La rue nous oblige», prévient-elle. Figure des frondeurs Insoumis qui demandent plus de démocratie interne à Jean-Luc Mélenchon, elle semble disposée à poser un",Clémentine Autain
24,"«Si on pouvait arriver à se concentrer pendant 50 jours sur les retraites, ce serait vraiment pas mal»","Elle est aussi forte sur les responsables de la gauche, de LFI en crise à un PS qui se déchire… «Si on pouvait arriver à se concentrer pendant 50 jours sur les retraites, ce serait vraiment pas mal», glisse Marine Tondelier, la secrétaire nationale d’EELV. Dans la Nupes, cette alliance datant des législatives, les dissensions sont fortes voire",Marine Tondelier
24,"«Philippe Martinez n’est pas idiot, il est communiste, c’est pire…»","et politiques… Sur les raisons des tensions de longue date entre la CGT et les mélenchonistes, un député insoumis balance: «Philippe Martinez n’est pas idiot, il est communiste, c’est pire…» Un meeting anti-réforme des retraites est organisé à Bobigny le 16 février prochain à l’initiative d’une autre députée frondeuse de",Philippe Martinez
24,"«Samedi, écrit-il, on joue “coucou nous revoilou” derrière les organisations de jeunesse. Rien ne dit mieux le mépris de tant de médias pour la jeunesse que leur acharnement à nier l’existence des organisations de jeunesse et leur appel. Ils veulent, pensant dissuader, en faire une ‘marche des partis politiques’ et même comme d’habitude une “marche de Mélenchon”»","chef de file des Insoumis, dans son blog, a ironisé vendredi, bravache, tentant d’anticiper une mobilisation potentiellement faible ou violente. «Samedi, écrit-il, on joue “coucou nous revoilou” derrière les organisations de jeunesse. Rien ne dit mieux le mépris de tant de médias pour la jeunesse que leur acharnement à nier l’existence des organisations de jeunesse et leur appel. Ils veulent, pensant dissuader, en faire une ‘marche des partis politiques’ et même comme d’habitude une “marche de Mélenchon”». Culpabiliser pour mieux se dédouaner… Revenu de Marseille où il a marché jeudi, l’ancien député des Bouches-du-Rhône devrait lui-même au",Jean-Luc Mélenchon
24,«Il faut soutenir tout ce qui peut permettre de faire plier le gouvernement sur cette réforme totalement injuste et égoïste.»,"large que celle du seul front de la gauche radicale. Députée EELV des Hauts-de-Seine, Sabrina Sebaihi prévoit ainsi d’y être. «Il faut soutenir tout ce qui peut permettre de faire plier le gouvernement sur cette réforme totalement injuste et égoïste.» Avec un avertissement à l’adresse de tous: «S’il n’y a pas d’union de la rue, des syndicats et des partis,",Sabrina Sebaihi
24,"«S’il n’y a pas d’union de la rue, des syndicats et des partis, on ne parviendra pas à faire plier l’exécutif»","permettre de faire plier le gouvernement sur cette réforme totalement injuste et égoïste.» Avec un avertissement à l’adresse de tous: «S’il n’y a pas d’union de la rue, des syndicats et des partis, on ne parviendra pas à faire plier l’exécutif».",des syndicats
25,« carrières longues »,"gouvernement fonctionne à plein régime, mais, face à la réforme, les Français semblent toujours aussi remontés. Calcul des trimestres, dispositif « carrières longues » , prise en compte de la pénibilité, « le sentiment de complexité quant à l'évaluation de sa situation financière à",carrières longues
25,« le sentiment de complexité quant à l'évaluation de sa situation financière à la retraite prédomine largement parmi les actifs et nourrit sans doute la posture de refus »,"Français semblent toujours aussi remontés. Calcul des trimestres, dispositif « carrières longues » , prise en compte de la pénibilité, « le sentiment de complexité quant à l'évaluation de sa situation financière à la retraite prédomine largement parmi les actifs et nourrit sans doute la posture de refus », observe le baromètre Ifop pour le Club Landoy, publié mercredi. Alors qu'en 1990, rappelle la Fondation Jean Jaurès, 60 %",Ifop
25,« très important »,"mercredi. Alors qu'en 1990, rappelle la Fondation Jean Jaurès, 60 % des Français en activité estimaient que le travail était « très important » dans leur vie, ils ne sont plus que 24 % aujourd'hui. Avec l'évolution de leur rapport au travail, c'est aussi",Fondation Jean Jaurès
25,« excessif »,"légal de départ à la retraite ne devrait pas être rehaussé. Le cap des 62 ans étant déjà considéré comme « excessif » par la moitié des sondés... Une opposition paradoxalement encore plus marquée chez les jeunes, pas ou tre`s peu déterminée par","The source of the reference is ""la moitié des sondés""."
25,"« Elle est toutefois le´ge`rement moins prononce´e chez les travailleurs inde´pendants et les CSP+, relève l'économiste Bertrand Martinot, auteur de cette étude. Sans doute parce que ces derniers partent de´ja`, en moyenne, plus tard a` la retraite. »","de travail, et qui traverse toutes les cate´gories socioprofessionnelles, toutes les professions, les salarie´s du secteur public comme du prive´. « Elle est toutefois le´ge`rement moins prononce´e chez les travailleurs inde´pendants et les CSP+, relève l'économiste Bertrand Martinot, auteur de cette étude. Sans doute parce que ces derniers partent de´ja`, en moyenne, plus tard a` la retraite. » Une même levée de boucliers est observée dans le dernier baromètre « Les Français et la retraite » réalisé fin",Bertrand Martinot
25,« Les Français et la retraite »,"de´ja`, en moyenne, plus tard a` la retraite. » Une même levée de boucliers est observée dans le dernier baromètre « Les Français et la retraite » réalisé fin 2022 par l'institut Odoxa pour Groupama. Plus de la moitié des non-retraités (57 %) n'ont pas confiance dans",Odoxa
25,« citoyen modéré et impliqué »,"une pension à la hauteur de leurs attentes... C'est le cas de Benoît, 56 ans, professeur de chaire supérieure : « citoyen modéré et impliqué », il a « perdu toute confiance en l'État et ses experts ». « Depuis mon entrée dans la vie professionnelle",Benoît
25,« perdu toute confiance en l'État et ses experts »,"C'est le cas de Benoît, 56 ans, professeur de chaire supérieure : « citoyen modéré et impliqué », il a « perdu toute confiance en l'État et ses experts ». « Depuis mon entrée dans la vie professionnelle en 1986, la question des retraites est toujours un horizon qui s'éloigne",Benoît
25,"« Depuis mon entrée dans la vie professionnelle en 1986, la question des retraites est toujours un horizon qui s'éloigne : rien ne garantit que cette réforme sera la dernière et sera suffisante , s'exclame ce fonctionnaire bac + 8. Pour moi, c'est la double peine ! Avec un point d'indice gelé de 2011 à 2016, puis de 2017 à 2021, revalorisé de seulement 3,5 % en 2022, et à nouveau gelé en 2023, ma rémunération a perdu 15 % de sa valeur. Au lieu d'être à 3 300 euros par mois, si mon traitement avait seulement suivi l'inflation, je devrais être à 3 988 euros ! Si cet effort avait au moins servi à améliorer les finances publiques... Mais cette paupérisation d'une partie de la fonction publique a au contraire deux effets terribles : l'effondrement de l'attractivité de l'enseignement et de la fonction publique hospitalière. »","supérieure : « citoyen modéré et impliqué », il a « perdu toute confiance en l'État et ses experts ». « Depuis mon entrée dans la vie professionnelle en 1986, la question des retraites est toujours un horizon qui s'éloigne : rien ne garantit que cette réforme sera la dernière et sera suffisante , s'exclame ce fonctionnaire bac + 8. Pour moi, c'est la double peine ! Avec un point d'indice gelé de 2011 à 2016, puis de 2017 à 2021, revalorisé de seulement 3,5 % en 2022, et à nouveau gelé en 2023, ma rémunération a perdu 15 % de sa valeur. Au lieu d'être à 3 300 euros par mois, si mon traitement avait seulement suivi l'inflation, je devrais être à 3 988 euros ! Si cet effort avait au moins servi à améliorer les finances publiques... Mais cette paupérisation d'une partie de la fonction publique a au contraire deux effets terribles : l'effondrement de l'attractivité de l'enseignement et de la fonction publique hospitalière. » Pour la première fois, cet enseignant « qui se dépense sans compter » pour ses étudiants est allé manifester. «",fonctionnaire
25,« qui se dépense sans compter »,"terribles : l'effondrement de l'attractivité de l'enseignement et de la fonction publique hospitalière. » Pour la première fois, cet enseignant « qui se dépense sans compter » pour ses étudiants est allé manifester. « Je continuerai à bien faire mon travail, car je ne sais pas faire","The source of the reference is an ""enseignant"" (teacher)."
25,"« Je continuerai à bien faire mon travail, car je ne sais pas faire autrement, confie Benoît. Mais comme une sorte de pis-aller. À plus aucun de mes étudiants, ni à ma fille, normalienne, je ne conseille l'enseignement. Mon épouse, agrégée, sera également pénalisée dans sa retraite. Conclusion : on va devoir quitter Paris pour la grande banlieue. On va être la première génération qui va vivre sa retraite moins bien que ses parents. »","» Pour la première fois, cet enseignant « qui se dépense sans compter » pour ses étudiants est allé manifester. « Je continuerai à bien faire mon travail, car je ne sais pas faire autrement, confie Benoît. Mais comme une sorte de pis-aller. À plus aucun de mes étudiants, ni à ma fille, normalienne, je ne conseille l'enseignement. Mon épouse, agrégée, sera également pénalisée dans sa retraite. Conclusion : on va devoir quitter Paris pour la grande banlieue. On va être la première génération qui va vivre sa retraite moins bien que ses parents. » Benoît avait « envisagé de partir à 66 ou 67 ans, pour obtenir une surcote ». « Mais là, je",Benoît
25,"« envisagé de partir à 66 ou 67 ans, pour obtenir une surcote »","banlieue. On va être la première génération qui va vivre sa retraite moins bien que ses parents. » Benoît avait « envisagé de partir à 66 ou 67 ans, pour obtenir une surcote ». « Mais là, je suis obligé de le faire, ce qui psychologiquement change beaucoup les choses, soupire-t-il. J'en veux aux",Benoît
